"PUNTO","Q1","Q2","Q3","Q4","Media","CoeficienteVar","Salto","Cluster"
262,60.0333333333333,60.0333333333333,60.05,2238.1,103.836296900489,1.71414587894617,0.017580848257665,1
322,60.05,60.0666666666667,60.1,2302.36666666667,116.499506433986,1.71140290807235,0.0104510247136601,1
323,60.05,60.0666666666667,60.0833333333333,2219.5,113.949361958958,1.72607738468719,0.0100765391730095,1
324,60.05,60.075,60.1166666666667,8822.06666666667,122.482412574405,2.49630706622625,0.0401937565592849,1
328,60.0666666666667,60.0833333333333,60.1333333333333,107981.033333333,306.958859280037,13.6188886939407,0.49337572439212,4
329,60.05,60.0666666666667,60.0833333333333,6838.7,70.2031868249385,2.45914366620682,0.0312521516596341,1
330,60.05,60.0666666666667,60.0833333333333,50192.45,84.8729764675459,11.654434522897,0.229396109978008,1
327,60.2333333333333,60.5666666666667,60.7666666666667,16755.6,167.279339853301,4.74815531548116,0.122451574712518,1
331,60.0333333333333,60.05,60.0666666666667,1143.45,105.824430992736,1.55963793394928,0.00523252341982666,1
326,60.05,60.05,60.0666666666667,2173.78333333333,111.250434782609,1.68250577119125,0.00999465427340878,1
30,60.0666666666667,60.0833333333333,60.1166666666667,9317.05,196.218273092369,3.24686842922891,0.0440065712726374,1
342,60.0333333333333,60.0333333333333,60.0666666666667,2231.86666666667,112.415770012941,1.69486175188259,0.0110114694858327,1
345,60.0333333333333,60.05,60.0666666666667,1206.85,97.7686737687201,1.46079404924997,0.00571743095158498,1
343,60.0333333333333,60.05,60.0666666666667,1203.4,112.155074388948,1.62059888053065,0.00570126805127162,1
344,60.0333333333333,60.05,60.0666666666667,4147.16666666667,106.974070317782,1.78097548744442,0.019659209814009,1
346,60.0333333333333,60.05,60.0833333333333,2153.38333333333,127.147630522088,1.73092585243583,0.0102024620527761,1
351,60.05,60.0666666666667,60.1,2281.9,110.143687794657,1.69228438912416,0.0108525317897522,1
347,60.05,60.0666666666667,60.0833333333333,2197.86666666667,101.448753217503,1.61880193212767,0.0104559832142269,1
348,60.05,60.0666666666667,60.0833333333333,2086.48333333333,100.963248479027,1.57784179736554,0.00992592248426123,1
349,60.05,60.0666666666667,60.0833333333333,2166.71666666667,109.935861227336,1.68374932348628,0.0103080105190027,1
350,60.05,60.0666666666667,60.0833333333333,1998.38333333333,84.3468231674692,1.55044553966832,0.00950740579835749,1
352,60.05,60.0666666666667,60.1,2094,96.1144106813996,1.51885961098994,0.0100306331897078,1
353,60.05,60.0666666666667,60.0833333333333,2163.23333333333,108.620976413458,1.67628988847082,0.0103618256528671,1
354,60.05,60.0666666666667,60.0833333333333,12732.05,114.322772909821,3.02042695263567,0.0609908677727618,1
355,60.05,60.0666666666667,60.0833333333333,2157.48333333333,88.9450007101264,1.48364700388564,0.0103350555897754,1
356,60.05,60.0833333333333,60.1,2168.63333333333,105.82001352265,1.63484573532372,0.0103922935470309,1
357,60.05,60.0666666666667,60.1,2203.71666666667,108.860188115331,1.70840403822815,0.0106769778749646,1
358,60.0666666666667,60.1,60.15,2100.83333333333,105.692502532928,1.60972054413675,0.010069322954861,1
364,60.05,60.05,60.0833333333333,1173.13333333333,61.8268634466309,0.533065793369625,0.00565727254650725,1
362,60.0666666666667,60.0833333333333,60.1166666666667,15062.0666666667,107.104132231405,4.11029330469496,0.0726395233391977,1
363,60.05,60.0666666666667,60.1166666666667,2159.28333333333,107.149586563307,1.70752107138075,0.0104144937483054,1
365,60.0333333333333,60.05,60.0666666666667,1208.06666666667,114.83859600444,1.63623705867394,0.00583778693720674,1
366,60.0333333333333,60.05,60.0666666666667,2209.7,113.179695477753,1.69258787733949,0.0106804266853903,1
